input_sredni_duzy
293.0923228263855
298.30036211013794
299.0050799846649
298.570050239563
313.66153502464294
316.31033539772034
308.97711730003357
317.18625235557556
294.0683522224426
290.45806431770325
290.0871331691742
298.4588737487793
295.76897859573364
309.71463084220886
363.1138348579407
361.4592981338501
341.4437634944916
356.18226528167725
385.1263315677643
384.6856918334961
383.49900126457214
431.69575691223145
396.57528042793274
