F1,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020
533,211078,111,40.73049,-73.96115,2,185,97,3,228,2.27,34
536,212109,12,40.73854,-74.00821,1,80,49,30,10,0.2,295
537,212178,146,40.75877,-73.98863,2,230,294,2,193,1.92,95
539,215560,154,40.68741,-73.95741,1,79,298,3,166,1.66,149
540,215784,122,40.75627,-73.9211,2,190,20,30,27,0.27,319
541,215907,157,40.79816,-73.9619,2,300,336,2,46,0.46,11
542,217580,153,40.61927,-74.0307,2,100,32,30,7,0.08,153
543,218358,12,40.8078,-73.95208,1,80,33,90,22,0.37,242
544,219066,111,40.61922,-73.99399,2,110,221,1,26,0.26,333
545,219922,12,40.816,-73.95545,1,100,279,1,37,0.41,86
546,220351,120,40.82748,-73.95153,1,55,205,4,101,1.01,0
548,220946,114,40.72229,-73.97901,2,146,125,3,151,1.52,227
550,221097,89,40.72501,-73.95185,2,102,102,29,22,0.22,339
551,222054,112,40.68012,-73.97847,1,100,16,3,25,0.25,0
552,222304,12,40.74233,-73.99865,2,199,286,5,34,0.34,0
553,222913,106,40.71238,-73.98329,2,140,178,30,222,2.27,312
554,223930,111,40.67424,-73.96665,2,150,8,5,24,0.24,349
558,225306,154,40.68749,-73.95494,1,79,9,3,131,1.31,216
559,225887,165,40.68645,-73.97538,1,140,26,3,164,1.65,0
560,225926,111,40.68999,-73.96711,1,191,28,1,175,1.75,334
561,225976,141,40.61077,-74.06824,2,75,199,6,80,0.8,267
562,226021,126,40.71126,-73.94576,2,220,213,3,137,1.38,142
563,227715,154,40.67855,-73.94949,2,80,16,3,246,2.46,347
564,228317,111,40.68516,-73.92521,2,135,99,4,86,0.87,295
565,228517,76,40.71611,-73.99828,2,110,0,20,59,0.61,285
566,228925,111,40.67964,-73.93946,2,100,26,30,63,1.63,339
569,230321,154,40.69046,-73.95167,2,99,344,2,40,0.43,45
570,230877,15,40.79239,-73.94535,2,140,35,28,115,1.15,365
571,231154,122,40.67238,-73.76583,1,70,0,2,31,0.31,365
572,231414,12,40.72599,-74.00168,1,270,125,5,2,0.03,160
573,232612,111,40.68309,-73.94219,2,110,107,3,326,3.29,269
574,233189,115,40.76166,-73.99675,2,179,94,30,87,0.88,48
575,233638,122,40.70163,-73.90867,1,55,26,1,19,0.24,336
576,233662,49,40.75575,-73.96842,1,110,201,2,65,0.66,174
577,234184,12,40.80903,-73.94197,2,325,224,5,96,0.97,127
578,234870,122,40.74581,-73.95295,1,75,348,1,65,0.7,299
579,235515,75,40.70033,-73.82987,1,40,19,3,54,0.54,261
580,235552,111,40.66414,-73.98574,2,300,198,1,43,0.45,1
581,235651,22,40.74,-74.00381,1,111,14,30,85,0.86,247
582,235951,12,40.75348,-73.97065,2,170,292,30,141,1.42,0
583,235960,12,40.72066,-73.98506,2,200,31,3,101,1.02,338
584,236671,126,40.71746,-73.95497,2,180,27,2,149,1.53,193
585,236788,111,40.70257,-73.9847,2,330,353,6,41,0.49,102
587,237127,50,40.73833,-73.98186,2,99,47,30,139,1.51,28
590,239733,122,40.77679,-73.91687,2,75,279,28,52,0.53,0
593,239883,111,40.68501,-73.97019,1,85,294,5,131,1.32,50
596,240800,111,40.67722,-73.96542,1,57,21,3,162,1.65,347
597,241140,111,40.68975,-73.96703,1,350,25,1,44,0.45,337
598,241159,111,40.69221,-73.95866,2,110,364,6,8,0.27,64
599,242532,66,40.6893,-73.96602,1,223,26,1,132,1.34,334
601,242643,126,40.70832,-73.94157,2,137,2,1,27,0.31,345
602,243229,154,40.68016,-73.94878,2,280,0,3,5,0.05,365
603,243708,126,40.70875,-73.95508,2,199,232,30,253,2.57,95
604,245544,4,40.8679,-73.90023,1,42,18,2,125,1.48,347
605,245574,154,40.6889,-73.95383,2,180,106,2,181,1.83,354
606,245607,67,40.75127,-73.99637,2,226,33,5,36,0.39,0
607,246134,111,40.67607,-73.94421,1,85,26,3,5,0.05,279
609,246916,122,40.7347,-73.88066,2,79,81,4,72,0.73,308
610,246938,12,40.71876,-73.98851,2,154,44,1,262,2.71,320
612,248865,111,40.73787,-73.95385,2,199,11,3,36,0.37,0
613,248871,12,40.73066,-74.00287,2,700,38,3,146,1.48,347
617,249867,154,40.68707,-73.91918,1,100,14,1,7,0.07,339
618,250259,111,40.7184,-73.96019,2,275,3,4,167,3.62,1
621,250536,65,40.81068,-73.94288,1,125,0,1,11,0.11,365
623,250801,12,40.73129,-73.99944,2,850,39,2,119,1.21,0
624,251262,126,40.71628,-73.95737,1,129,30,2,260,2.66,307
625,251277,157,40.78558,-73.9726,1,140,58,2,196,2.0,336
626,252076,106,40.7146,-73.991,1,115,26,4,159,1.63,347
630,253466,111,40.73693,-73.95284,2,199,9,3,35,0.47,108
631,253471,111,40.73641,-73.9533,2,199,9,3,24,0.3,108
632,253475,89,40.73794,-73.95254,2,199,9,3,65,0.69,108
633,253590,12,40.79771,-73.96323,2,185,205,2,22,0.29,84
634,253623,12,40.81512,-73.94692,1,81,361,2,72,0.73,0
635,253800,89,40.7373,-73.95323,2,199,9,3,28,0.28,108
636,253803,89,40.73708,-73.95271,2,199,9,3,24,0.26,108
637,253806,89,40.73652,-73.95236,2,199,10,3,45,0.46,108
638,253811,111,40.73693,-73.95316,2,199,9,3,36,0.37,95
639,253815,89,40.73784,-73.95324,2,199,10,3,47,0.5,0
640,253828,89,40.73674,-73.95247,1,349,9,3,8,0.09,15
641,253839,111,40.73783,-73.95259,1,249,9,3,4,0.04,22
642,253842,89,40.73714,-73.95296,1,299,9,3,6,0.1,0
643,253846,89,40.73731,-73.9545,0,179,9,3,6,0.07,22
644,254131,98,40.74965,-73.89344,1,59,0,5,60,0.67,365
645,254168,111,40.73793,-73.95316,1,599,9,3,7,0.08,0
647,255024,111,40.70271,-73.91566,2,220,37,2,191,2.68,317
648,255476,126,40.7116,-73.9529,1,89,213,4,31,0.73,0
649,255601,111,40.69241,-73.94885,2,170,20,2,206,2.1,329
652,256369,111,40.68946,-73.99385,1,98,77,4,232,2.36,0
653,257097,154,40.68226,-73.95473,2,125,46,30,32,0.33,253
654,257568,137,40.67855,-73.8896,1,48,119,90,53,0.54,1
655,257787,111,40.71408,-73.9489,1,82,203,5,261,2.65,152
656,258284,66,40.68618,-73.96144,2,154,269,3,233,2.37,114
657,258397,112,40.67379,-73.98454,2,139,69,3,149,1.52,89
659,258688,22,40.74031,-74.00532,2,325,325,4,46,0.48,1
660,258690,12,40.74618,-74.00392,2,195,167,365,10,0.12,0
662,258838,58,40.59251,-74.06479,2,250,35,2,23,0.26,344
664,259946,20,40.59262,-74.06659,2,125,30,2,9,0.1,204
665,260765,73,40.76928,-73.95021,2,189,35,2,323,3.36,350
666,261194,154,40.68338,-73.95289,2,130,175,3,21,0.27,0
668,261344,12,40.70523,-74.01345,1,101,69,5,61,0.63,0
671,262343,12,40.72087,-73.99022,2,153,309,31,62,0.63,49
672,262405,111,40.64468,-73.94219,2,92,301,4,64,0.7,59
673,262583,22,40.73312,-74.0042,2,300,53,4,169,1.74,0
674,263005,111,40.69778,-73.97676,2,160,340,30,114,1.18,3
675,263190,12,40.72534,-73.98591,1,88,313,2,69,0.85,0
677,263776,63,40.74558,-73.92324,1,73,281,2,95,0.97,0
679,264323,46,40.81055,-73.95549,1,85,7,7,174,1.77,299
680,265036,111,40.6711,-73.95231,1,99,327,30,25,0.64,180
681,265064,137,40.67962,-73.88928,1,48,154,90,17,0.25,0
684,265831,12,40.72313,-73.99438,2,310,251,5,5,0.08,81
685,266146,157,40.78448,-73.97289,2,109,29,30,37,0.38,238
686,266155,12,40.78304,-73.97447,2,167,42,30,17,0.17,277
689,266449,106,40.71992,-73.98773,2,195,12,4,70,0.75,1
691,267535,128,40.89557,-73.8447,1,50,3,2,18,0.19,346
692,267652,129,40.64277,-73.97296,1,60,200,2,25,0.48,359
693,267708,12,40.79111,-73.94466,1,99,202,3,31,1.0,173
695,268392,12,40.79951,-73.95257,2,130,301,2,35,0.4,12
697,268868,67,40.75114,-74.00195,2,350,353,3,67,0.7,0
698,269283,111,40.66431,-73.93216,1,50,20,3,26,0.31,337
699,269289,73,40.77175,-73.9578,2,130,208,6,14,0.14,275
700,269889,122,40.74579,-73.95012,1,95,43,2,258,2.74,0
701,270139,111,40.70278,-73.92673,1,45,311,2,21,0.27,3
702,270231,63,40.74409,-73.91122,1,85,27,2,283,2.93,348
703,270315,111,40.68812,-73.93254,1,34,12,10,18,0.2,90
705,271083,111,40.65772,-73.96131,2,89,21,4,129,1.33,322
706,271128,154,40.68884,-73.95059,1,60,350,5,11,0.21,55
707,271130,154,40.6865,-73.95372,1,65,175,5,45,0.49,19
709,271694,146,40.75282,-73.97315,2,125,0,365,19,0.2,365
711,272026,12,40.85774,-73.92901,2,60,115,122,20,0.37,351
712,272044,174,40.72257,-73.98465,2,499,2,3,49,0.5,362
714,272738,126,40.70513,-73.95505,1,60,196,2,44,0.45,161
715,273190,12,40.73301,-74.00268,2,1300,31,5,29,0.31,345
717,274062,12,40.80285,-73.95166,1,99,200,2,69,1.04,44
718,274329,122,40.70642,-73.91665,2,110,112,3,128,1.81,108
719,274376,111,40.68156,-73.96537,2,135,77,5,8,0.15,315
720,274743,12,40.77368,-73.95198,2,110,18,15,1,0.02,339
721,275976,154,40.68631,-73.93702,2,165,32,2,219,2.35,119
722,276216,111,40.65992,-73.99042,2,127,0,180,1,0.03,250
723,276317,138,40.67847,-73.97038,2,402,26,3,102,1.06,353
724,276482,12,40.81371,-73.95585,1,85,14,7,130,1.35,0
726,277133,126,40.71445,-73.96126,2,130,293,6,24,0.27,158
727,277207,111,40.72868,-73.95835,1,75,12,7,15,0.23,343
728,277370,174,40.73168,-73.98662,2,139,102,1125,53,0.58,1
729,277883,111,40.65689,-73.9533,2,75,354,6,58,0.6,5
734,279857,154,40.68492,-73.95489,2,800,125,4,132,1.4,1
737,281756,111,40.73321,-73.95587,2,95,59,5,18,0.19,0
738,281851,12,40.80671,-73.95082,1,130,20,1,125,2.5,346
739,282443,106,40.71601,-73.99123,2,90,360,3,110,1.14,9
740,282514,111,40.68106,-73.9292,1,97,6,4,42,1.79,68
741,282863,111,40.68131,-73.98879,2,91,19,1,78,0.81,223
742,282977,112,40.67264,-73.98136,1,125,33,3,243,2.51,0
744,283090,12,40.7241,-73.97899,2,170,175,3,24,0.25,125
745,283194,12,40.74388,-73.99923,2,500,44,6,77,0.8,36
747,283550,12,40.76001,-73.99133,2,175,357,3,10,0.21,0
748,284855,12,40.73362,-74.00923,2,240,213,5,100,1.11,150
751,286662,175,40.67106,-73.95463,2,110,49,3,250,2.59,311
753,287397,154,40.68991,-73.93179,2,100,129,3,38,0.39,59
755,287417,154,40.68174,-73.91921,2,300,26,2,50,0.56,127
757,287481,111,40.70839,-73.94289,2,120,304,4,66,0.68,17
758,287839,111,40.69018,-73.98107,2,175,6,3,42,0.45,1
759,287845,111,40.68128,-73.99522,2,275,59,31,122,1.27,282
763,289288,12,40.72506,-73.98865,2,219,97,2,129,1.35,318
767,289995,126,40.71947,-73.95252,2,250,80,30,51,0.55,156
768,290457,12,40.71283,-73.99703,2,139,164,7,40,0.42,165
771,292047,12,40.73908,-74.00378,1,105,105,3,227,2.45,247
772,292121,146,40.7625,-73.9869,2,199,20,3,6,0.1,350
773,292266,55,40.69755,-73.91187,1,50,295,14,18,0.19,57
776,293837,111,40.70736,-73.94331,2,157,333,5,54,0.62,18
777,294227,111,40.73683,-73.9543,2,199,9,3,44,0.48,108
779,294242,111,40.7389,-73.95395,2,199,9,3,76,0.89,108
781,294259,111,40.73806,-73.95462,2,199,12,3,84,0.91,102
782,294263,111,40.73661,-73.95479,2,199,12,3,99,1.11,85
783,294280,111,40.73857,-73.95435,2,199,9,3,24,0.26,0
785,294353,111,40.70695,-73.95372,1,135,27,14,90,1.13,156
786,294490,111,40.73857,-73.95299,2,199,15,3,56,0.6,108
789,295998,12,40.7909,-73.96762,2,300,231,5,44,0.54,109
790,296345,126,40.71143,-73.94159,1,75,346,2,106,1.1,353
791,296361,118,40.737,-73.87444,1,55,10,1,63,0.83,308
793,296717,111,40.68855,-73.95405,1,55,180,5,20,0.21,260
797,298073,111,40.71629,-73.95786,2,130,347,12,24,0.25,3
798,298759,111,40.68622,-73.94675,1,55,30,2,132,1.49,345
801,299078,12,40.72509,-74.00304,2,250,325,7,157,1.65,0
802,299531,137,40.66795,-73.89232,2,95,17,2,136,1.5,341
803,301034,12,40.80637,-73.95433,1,140,361,2,54,0.57,343
805,302057,111,40.64387,-73.96855,1,75,27,2,162,1.72,175
807,302758,12,40.7968,-73.93611,2,150,286,7,12,0.14,64
808,303462,12,40.78012,-73.98439,2,295,184,1,5,2.08,146
809,305211,111,40.71532,-73.96064,2,205,66,3,253,2.78,260
811,306799,55,40.70793,-73.91987,1,65,91,5,127,1.38,0
812,310272,179,40.62318,-74.07848,1,59,12,1,51,0.54,334
813,310325,65,40.82286,-73.94596,1,75,26,3,34,0.38,308
814,310524,66,40.69348,-73.95927,1,85,56,3,17,0.18,276
815,310796,12,40.78443,-73.97399,2,109,122,30,19,0.2,279
816,311343,65,40.79107,-73.94381,1,86,167,3,219,2.34,343
817,311356,143,40.70215,-73.91139,1,52,24,2,106,1.12,363
818,312429,138,40.67339,-73.96519,1,100,332,2,65,0.85,65
819,313890,12,40.72209,-73.99274,2,99,11,30,15,0.35,352
820,314982,174,40.73171,-73.98717,1,89,39,3,149,1.57,0
821,316238,111,40.69213,-73.951,2,135,35,2,54,0.61,322
823,317905,129,40.64354,-73.97777,2,89,346,3,62,0.67,338
824,318021,65,40.80343,-73.9531,1,110,92,3,54,0.62,0
825,318187,55,40.70462,-73.9228,2,120,231,2,57,0.62,1
826,319724,126,40.71394,-73.96267,1,79,189,1,219,2.29,164
827,319798,153,40.6339,-74.02035,1,49,7,4,79,0.84,343
828,319844,111,40.73028,-73.95927,1,79,29,14,24,0.26,351
829,320865,12,40.8076,-73.94433,2,135,109,30,26,0.28,327
830,320876,111,40.66485,-73.98343,2,185,17,2,224,2.39,336
832,321014,12,40.73294,-73.98282,2,245,336,5,18,0.2,0
833,321136,12,40.83456,-73.9457,2,135,353,5,19,0.21,119
834,322037,126,40.72091,-73.95814,2,325,21,2,408,4.35,1
835,322604,126,40.71819,-73.95414,1,95,323,2,174,1.85,72
837,323453,111,40.70551,-73.93305,2,195,220,2,53,0.57,2
838,323706,12,40.77892,-73.98238,2,499,211,30,64,0.68,180
839,324115,111,40.71336,-73.96192,1,89,39,1,233,2.45,153
841,324800,111,40.71368,-73.94478,2,160,355,3,25,0.27,0
842,325429,12,40.7761,-73.95265,2,219,43,4,110,1.17,193
843,326832,12,40.77471,-73.95574,2,159,330,2,37,0.51,0
844,326956,111,40.68625,-73.96446,1,180,62,3,20,0.22,0
847,328040,49,40.75023,-73.98293,2,299,226,10,25,0.33,84
848,328744,111,40.66684,-73.95877,2,165,116,2,23,0.24,68
850,329310,12,40.71638,-73.99167,2,250,116,5,13,0.14,321
851,329385,178,40.86658,-73.92558,1,87,151,7,57,0.72,1
852,333189,126,40.71179,-73.96449,1,79,174,5,46,0.49,167
853,333323,115,40.76186,-73.99165,1,75,24,2,135,2.22,343
854,334607,111,40.71417,-73.95917,2,200,318,30,53,0.57,0
855,334781,65,40.82772,-73.93877,1,80,4,1,25,0.33,343
856,335797,68,40.63602,-73.94607,2,76,18,3,64,0.68,361
857,335819,111,40.63759,-73.9459,2,75,22,2,55,0.59,354
858,335820,68,40.63611,-73.94637,2,66,35,2,81,0.86,352
859,336220,65,40.803,-73.95278,1,125,127,3,216,2.32,294
860,339456,12,40.79526,-73.9655,2,387,360,1,23,0.55,0
861,341525,146,40.75763,-73.99482,1,95,314,4,73,0.84,66
863,342027,73,40.77631,-73.95289,2,121,15,1,16,0.18,353
864,342995,65,40.81169,-73.94355,1,75,203,2,87,0.94,147
865,343276,12,40.75782,-73.99349,1,95,307,5,123,1.34,56
866,344019,12,40.73104,-74.00879,1,195,57,1,7,0.07,279
871,347865,174,40.72143,-73.98117,2,189,26,3,271,2.9,346
874,350525,175,40.66888,-73.95292,2,145,207,14,46,0.5,193
876,351859,67,40.74964,-73.99158,2,265,14,4,87,0.94,326
877,352651,111,40.65846,-73.95057,1,77,56,5,11,0.12,354
878,353317,106,40.71515,-73.99029,2,129,245,3,150,1.6,154
879,354095,114,40.72986,-73.97913,2,199,344,6,43,0.46,18
880,355106,68,40.66039,-73.95937,1,92,21,7,44,0.48,318
882,359982,126,40.70712,-73.94013,1,68,207,5,36,0.39,0
884,363016,122,40.72662,-73.90579,2,133,0,30,3,0.03,365
885,363320,12,40.79967,-73.95156,1,97,277,2,6,0.08,89
886,364785,111,40.67962,-73.97655,1,80,27,2,32,0.71,329
888,367810,89,40.7376,-73.95678,1,120,26,5,3,0.08,338
889,369411,111,40.71148,-73.95573,1,94,357,2,289,3.19,0
890,369567,111,40.67425,-73.96514,1,56,364,3,63,0.77,0
891,369671,12,40.72899,-73.97792,2,549,265,2,74,0.79,98
893,373618,111,40.72212,-73.95696,1,139,279,4,68,0.73,0
894,374548,111,40.68534,-73.93433,2,85,64,5,284,3.05,226
895,375249,83,40.62109,-74.16534,1,20,14,3,90,0.98,0
897,380416,112,40.67407,-73.98111,2,125,146,4,25,0.63,244
898,380730,111,40.59721,-73.95149,2,50,339,30,3,0.07,0
899,382523,65,40.80491,-73.94866,1,160,31,3,11,0.13,358
900,382524,12,40.80334,-73.94805,1,180,31,3,14,0.15,355
901,385190,178,40.87039,-73.91611,1,100,1,1,27,0.29,365
903,385824,4,40.87991,-73.91673,2,120,39,2,57,1.31,334
908,387377,65,40.80151,-73.9522,2,197,285,2,73,0.79,0
909,387666,12,40.83434,-73.94027,1,99,12,3,8,0.54,147
910,389482,122,40.71151,-73.81561,1,75,26,1,59,0.65,1
911,391955,111,40.68636,-74.00345,2,159,331,2,129,1.4,0
912,392948,111,40.70994,-73.96573,1,45,2,27,21,0.67,364
913,393016,115,40.76013,-73.99007,1,104,26,2,143,1.53,234
914,393682,12,40.72172,-73.99689,1,100,85,5,61,0.66,188
916,394111,122,40.71068,-73.81577,1,75,26,1,16,0.17,339
918,396636,120,40.83091,-73.94223,2,135,31,5,41,0.45,292
919,397034,12,40.7824,-73.98294,1,125,57,1,25,0.27,339
921,397420,12,40.82703,-73.94311,1,85,2,3,6,0.07,0
922,398281,12,40.78521,-73.95489,2,200,46,7,30,0.32,338
923,398283,172,40.66106,-73.98316,2,250,334,3,17,0.41,0
925,399946,12,40.72123,-73.98996,1,90,27,10,72,0.78,339
927,401039,21,40.84886,-73.91223,1,50,22,3,164,1.79,352
928,401836,12,40.76494,-73.95804,2,300,361,4,22,0.24,20
929,403056,12,40.79314,-73.94853,1,125,81,3,81,0.87,15
932,404502,111,40.7093,-73.96484,1,123,143,4,277,3.01,44
933,404923,172,40.64791,-73.97904,2,88,126,3,261,2.8,234
934,405025,122,40.75453,-73.93377,2,215,123,2,80,1.18,345
935,405408,76,40.72057,-73.99976,2,225,12,3,144,1.56,0
937,407469,111,40.68979,-73.91661,1,75,26,3,115,1.24,339
939,408983,74,40.65937,-73.95906,2,229,31,1,101,1.09,337
940,409262,111,40.68599,-73.98826,2,300,9,29,23,0.25,0
941,409293,15,40.79477,-73.95046,1,100,187,3,68,0.73,38
943,411525,126,40.71472,-73.96225,1,120,301,6,62,0.67,4
944,411918,175,40.66924,-73.94406,2,180,299,5,130,1.45,180
945,412061,175,40.67259,-73.95489,2,125,53,30,59,0.64,219
946,412180,111,40.69321,-73.9442,2,95,301,5,9,0.1,0
947,413504,126,40.71348,-73.94447,1,119,25,3,137,1.48,1
948,413775,49,40.75816,-73.96457,2,275,21,2,18,0.25,139
950,416557,111,40.72212,-73.94389,2,100,112,2,44,0.5,1
951,417685,112,40.66626,-73.97933,2,160,51,2,161,1.84,299
952,418291,12,40.72978,-73.9793,1,102,358,4,34,0.37,284
953,419373,154,40.68838,-73.94193,2,90,113,2,220,2.43,302
954,419792,106,40.71804,-73.98565,2,200,363,7,4,0.17,12
955,421539,65,40.78959,-73.94902,2,199,290,3,39,0.42,117
958,423015,111,40.69018,-73.9553,1,45,327,20,44,0.66,77
959,424192,146,40.7559,-73.99469,2,325,1,30,18,0.19,364
960,424667,12,40.75962,-73.9842,1,99,44,5,135,1.47,358
961,424767,43,40.74406,-73.98273,2,325,117,2,212,2.29,220
963,428226,111,40.67436,-73.956,1,55,323,2,68,0.74,75
966,431865,12,40.83451,-73.93885,2,265,12,3,68,1.09,329
968,433218,138,40.67763,-73.97185,2,130,360,6,48,0.52,0
969,433414,111,40.68472,-73.96691,2,150,89,20,93,1.02,0
971,434792,44,40.67302,-73.98756,2,138,21,3,107,1.16,0
972,435909,12,40.73775,-74.00344,2,151,330,88,19,0.21,35
973,436510,126,40.7108,-73.96226,2,200,8,3,18,0.2,343
974,436619,174,40.72507,-73.98861,1,110,45,2,83,0.93,255
975,436824,120,40.82726,-73.9444,1,70,89,1,18,0.3,349
977,437352,112,40.67078,-73.98815,2,110,237,115,16,0.18,252
979,438513,74,40.65814,-73.96181,2,150,198,3,94,1.02,155
980,439750,111,40.71517,-73.94292,1,55,31,150,10,0.13,247
981,439870,111,40.66859,-73.98235,2,345,173,10,1,0.31,195
982,442636,143,40.70054,-73.90255,2,77,257,3,313,3.38,100
984,444171,111,40.68813,-73.92817,2,189,20,7,7,0.09,340
985,444430,4,40.81128,-73.92399,1,49,13,1,23,0.26,0
986,446367,157,40.77593,-73.97699,2,95,57,4,23,0.27,284
987,447766,12,40.73903,-73.97975,1,100,146,1,1,0.02,157
989,448048,122,40.75193,-73.87873,1,72,0,5,32,0.38,180
990,448049,122,40.74906,-73.89377,1,79,0,7,55,0.6,365
991,449034,126,40.71756,-73.95282,1,90,18,1,156,1.69,346
992,449130,12,40.8179,-73.94319,1,94,319,1,120,1.3,53
993,449660,111,40.64814,-73.97304,1,80,18,2,127,1.37,358
994,449680,4,40.81611,-73.89909,2,100,343,5,90,1.0,155
995,450011,154,40.68286,-73.93463,2,129,74,7,19,0.21,218
996,450577,12,40.77555,-73.9767,2,250,47,3,78,0.85,332
997,450578,111,40.6397,-74.0162,1,55,11,7,29,0.31,339
1000,452541,111,40.66034,-73.9829,2,135,117,3,139,1.53,251
1001,453094,66,40.68699,-73.9635,1,70,24,2,361,3.91,314
1002,453161,111,40.72183,-73.94908,2,260,359,2,7,0.09,0
1003,453255,106,40.71986,-73.9869,2,225,228,6,14,0.15,78
1004,453317,154,40.68881,-73.95405,1,59,212,21,7,0.08,0
1006,454929,174,40.72981,-73.98318,2,239,277,2,72,1.3,72
1007,455734,178,40.86929,-73.92421,2,120,38,3,130,1.46,32
1010,456190,12,40.73357,-74.00723,2,174,187,2,288,3.18,167
1013,456526,65,40.81713,-73.94217,1,75,272,3,45,1.77,70
1014,457829,174,40.72917,-73.98811,2,210,355,1,179,1.96,0
1015,458154,111,40.7061,-73.94531,1,55,291,5,146,1.58,281
1016,458377,126,40.70147,-73.94378,2,229,139,3,21,0.25,345
1017,459066,12,40.76719,-73.95303,2,150,359,2,23,0.26,0
1019,460999,65,40.8162,-73.94747,2,100,357,8,8,0.1,0
1021,462454,106,40.71746,-73.98782,1,89,222,5,4,0.06,0
1022,463042,12,40.72355,-73.99479,2,220,291,3,47,0.51,61
1023,463107,175,40.66933,-73.93798,2,250,120,90,20,0.22,251
1024,464231,111,40.68905,-73.9541,1,65,195,7,2,0.02,0
1027,466277,111,40.7111,-73.94643,2,235,213,3,125,1.36,166
1028,466457,154,40.68944,-73.9376,2,100,113,3,205,2.29,292
1029,467569,12,40.72106,-73.98384,2,311,330,20,35,0.43,44
1030,467634,122,40.67747,-73.76493,3,39,17,1,475,5.21,1
1031,467866,22,40.73123,-74.00591,1,100,252,2,210,2.29,0
1033,470090,12,40.72147,-73.99208,2,210,284,1,249,2.71,1
1034,470370,175,40.66604,-73.95086,1,55,57,4,112,1.24,123
1036,470709,111,40.71856,-73.95166,2,225,284,3,154,1.77,108
1037,471712,65,40.80661,-73.9576,1,85,221,7,74,0.82,41
1038,471758,12,40.72203,-74.00988,2,500,355,10,3,0.05,0
1040,471914,111,40.65955,-73.96066,1,110,6,4,13,0.16,365
1043,472546,111,40.6933,-73.90823,2,82,25,15,5,0.05,360
1044,473592,132,40.7502,-73.94189,1,70,24,1,148,1.63,330
1048,476527,174,40.72893,-73.98278,2,89,146,30,58,0.64,3
1049,476570,174,40.73009,-73.9827,2,162,25,30,72,0.81,3
1050,476571,12,40.72955,-73.98298,2,99,30,30,65,0.73,3
1052,476983,65,40.82537,-73.94392,1,85,163,1,469,5.17,0
1053,478053,12,40.71137,-73.99403,1,110,307,3,57,0.63,153
1056,479263,126,40.7182,-73.95763,2,145,44,15,38,0.42,335
1057,479285,63,40.74679,-73.91853,2,80,52,3,1,0.01,330
1058,479867,126,40.71739,-73.95472,2,225,130,2,359,3.91,249
1059,481022,106,40.7195,-73.98022,2,125,121,1,292,3.42,274
1060,482365,115,40.75636,-73.9939,2,80,0,20,34,0.38,365
1061,483414,111,40.68586,-73.94837,1,55,74,2,22,0.24,345
1062,483485,0,40.71164,-74.00774,2,218,96,2,348,3.89,106
1063,483505,126,40.70743,-73.96728,2,142,38,7,74,0.86,85
1065,484312,111,40.65854,-73.98384,2,300,353,2,31,0.47,0
1067,485026,44,40.67858,-73.98537,1,68,57,2,19,0.21,134
1068,489018,114,40.72457,-73.98453,2,185,331,6,62,0.69,0
1069,489365,111,40.71689,-73.95706,2,168,207,2,227,2.98,0
1070,489924,111,40.66221,-73.99743,1,50,360,2,39,0.44,0
1073,490278,49,40.75632,-73.96464,2,99,18,14,30,0.33,346
1075,491123,111,40.67369,-73.96589,1,102,24,2,135,1.68,0
1076,491529,112,40.67211,-73.976,2,295,339,3,45,0.7,195
1078,491977,12,40.71456,-73.99978,2,165,19,5,27,0.3,347
1080,493177,12,40.71668,-73.99073,2,150,51,2,174,1.95,221
1081,493611,44,40.67862,-73.98561,2,500,3,1,69,0.76,362
1084,495249,98,40.75541,-73.89239,1,85,31,1,234,2.65,306
1085,496166,112,40.66641,-73.98283,2,249,289,3,12,0.25,72
1086,498052,111,40.71483,-73.96216,1,120,41,1,143,1.59,297
1087,498120,4,40.8687,-73.8524,1,35,275,7,2,0.12,87
1088,498859,111,40.5822,-73.96392,2,169,68,4,69,1.26,344
1091,500886,111,40.68825,-73.92951,1,85,11,3,107,1.23,351
1093,501082,65,40.82392,-73.94205,1,79,21,30,187,2.05,169
1094,501098,111,40.71384,-73.9474,1,90,212,4,228,2.5,63
1095,501693,12,40.7952,-73.9624,1,99,76,1,305,3.6,0
1097,502309,74,40.65524,-73.95646,1,60,19,1,195,2.14,340
1098,502429,112,40.66153,-73.98554,2,325,170,3,119,1.32,0
1099,503460,58,40.59274,-74.16178,1,68,277,2,11,0.21,88
1100,503529,12,40.72701,-74.0011,2,198,307,3,9,0.1,93
1102,503722,111,40.71345,-73.95689,2,175,245,3,17,0.3,34
